,codigo_municipio,ano,dado_identificador,valor,tipo_dado
21490,3170438,2015,PIB TOTAL,103925000.0,float
21497,3170479,2015,PIB TOTAL,43532000.0,float
21504,3170503,2015,PIB TOTAL,153423000.0,float
21511,3170529,2015,PIB TOTAL,112196000.0,float
21518,3170578,2015,PIB TOTAL,49704000.0,float
21525,3170602,2015,PIB TOTAL,36808000.0,float
21532,3170651,2015,PIB TOTAL,50419000.0,float
21539,3170701,2015,PIB TOTAL,4609287000.0,float
21546,3170750,2015,PIB TOTAL,146969000.0,float
21553,3170800,2015,PIB TOTAL,507552000.0,float
21560,3170909,2015,PIB TOTAL,139935000.0,float
21567,3171006,2015,PIB TOTAL,537249000.0,float
21574,3171030,2015,PIB TOTAL,73925000.0,float
21581,3171071,2015,PIB TOTAL,50398000.0,float
21588,3171105,2015,PIB TOTAL,94290000.0,float
21595,3171154,2015,PIB TOTAL,49036000.0,float
21602,3171204,2015,PIB TOTAL,3095114000.0,float
21609,3171303,2015,PIB TOTAL,1397321000.0,float
21616,3171402,2015,PIB TOTAL,39077000.0,float
21623,3171501,2015,PIB TOTAL,30346000.0,float
21630,3171600,2015,PIB TOTAL,101876000.0,float
21637,3171709,2015,PIB TOTAL,116889000.0,float
21644,3171808,2015,PIB TOTAL,128514000.0,float
21651,3171907,2015,PIB TOTAL,45228000.0,float
21658,3172004,2015,PIB TOTAL,990146000.0,float
21665,3172103,2015,PIB TOTAL,58918000.0,float
21672,3172202,2015,PIB TOTAL,24028000.0,float
21679,3200102,2015,PIB TOTAL,393452000.0,float
21686,3200136,2015,PIB TOTAL,162082000.0,float
21693,3200169,2015,PIB TOTAL,138073000.0,float
21700,3200201,2015,PIB TOTAL,431763000.0,float
21707,3200300,2015,PIB TOTAL,296499000.0,float
21714,3200359,2015,PIB TOTAL,80924000.0,float
21721,3200409,2015,PIB TOTAL,2715010000.0,float
21728,3200508,2015,PIB TOTAL,80362000.0,float
21735,3200607,2015,PIB TOTAL,5315366000.0,float
21742,3200706,2015,PIB TOTAL,249505000.0,float
21749,3200805,2015,PIB TOTAL,602057000.0,float
21756,3200904,2015,PIB TOTAL,828118000.0,float
21763,3201001,2015,PIB TOTAL,236005000.0,float
21770,3201100,2015,PIB TOTAL,122523000.0,float
21777,3201159,2015,PIB TOTAL,197555000.0,float
21784,3201209,2015,PIB TOTAL,4795239000.0,float
21791,3201308,2015,PIB TOTAL,8093571000.0,float
21798,3201407,2015,PIB TOTAL,785252000.0,float
21805,3201506,2015,PIB TOTAL,3189665000.0,float
21812,3201605,2015,PIB TOTAL,601922000.0,float
21819,3201704,2015,PIB TOTAL,186179000.0,float
21826,3201803,2015,PIB TOTAL,53943000.0,float
21833,3201902,2015,PIB TOTAL,619426000.0,float
21840,3202009,2015,PIB TOTAL,117020000.0,float
21847,3202108,2015,PIB TOTAL,325242000.0,float
21854,3202207,2015,PIB TOTAL,433492000.0,float
21861,3202256,2015,PIB TOTAL,183127000.0,float
21868,3202306,2015,PIB TOTAL,503807000.0,float
21875,3202405,2015,PIB TOTAL,2045120000.0,float
21882,3202454,2015,PIB TOTAL,275288000.0,float
21889,3202504,2015,PIB TOTAL,234276000.0,float
21896,3202553,2015,PIB TOTAL,110672000.0,float
21903,3202603,2015,PIB TOTAL,279446000.0,float
21910,3202652,2015,PIB TOTAL,166706000.0,float
21917,3202702,2015,PIB TOTAL,219063000.0,float
21924,3202801,2015,PIB TOTAL,4666049000.0,float
21931,3202900,2015,PIB TOTAL,195721000.0,float
21938,3203007,2015,PIB TOTAL,373256000.0,float
21945,3203056,2015,PIB TOTAL,572573000.0,float
21952,3203106,2015,PIB TOTAL,124339000.0,float
21959,3203130,2015,PIB TOTAL,331361000.0,float
21966,3203163,2015,PIB TOTAL,120050000.0,float
21973,3203205,2015,PIB TOTAL,5241588000.0,float
21980,3203304,2015,PIB TOTAL,131523000.0,float
21987,3203320,2015,PIB TOTAL,2498852000.0,float
21994,3203346,2015,PIB TOTAL,349314000.0,float
22001,3203353,2015,PIB TOTAL,209809000.0,float
22008,3203403,2015,PIB TOTAL,445900000.0,float
22015,3203502,2015,PIB TOTAL,319882000.0,float
22022,3203601,2015,PIB TOTAL,73157000.0,float
22029,3203700,2015,PIB TOTAL,250331000.0,float
22036,3203809,2015,PIB TOTAL,156423000.0,float
22043,3203908,2015,PIB TOTAL,991902000.0,float
22050,3204005,2015,PIB TOTAL,216672000.0,float
22057,3204054,2015,PIB TOTAL,291385000.0,float
22064,3204104,2015,PIB TOTAL,399477000.0,float
22071,3204203,2015,PIB TOTAL,501375000.0,float
22078,3204252,2015,PIB TOTAL,79699000.0,float
22085,3204302,2015,PIB TOTAL,5803123000.0,float
22092,3204351,2015,PIB TOTAL,385828000.0,float
22099,3204401,2015,PIB TOTAL,192229000.0,float
22106,3204500,2015,PIB TOTAL,174353000.0,float
22113,3204559,2015,PIB TOTAL,1034553000.0,float
22120,3204609,2015,PIB TOTAL,404856000.0,float
22127,3204658,2015,PIB TOTAL,196785000.0,float
22134,3204708,2015,PIB TOTAL,568766000.0,float
22141,3204807,2015,PIB TOTAL,134707000.0,float
22148,3204906,2015,PIB TOTAL,2125103000.0,float
22155,3204955,2015,PIB TOTAL,186284000.0,float
22162,3205002,2015,PIB TOTAL,17788224000.0,float
22169,3205010,2015,PIB TOTAL,494119000.0,float
22176,3205036,2015,PIB TOTAL,349612000.0,float
22183,3205069,2015,PIB TOTAL,503307000.0,float
22190,3205101,2015,PIB TOTAL,1810309000.0,float
22197,3205150,2015,PIB TOTAL,142748000.0,float
22204,3205176,2015,PIB TOTAL,281385000.0,float
22211,3205200,2015,PIB TOTAL,11120565000.0,float
22218,3205309,2015,PIB TOTAL,23060736000.0,float
22225,3300100,2015,PIB TOTAL,7600989000.0,float
22232,3300159,2015,PIB TOTAL,156723000.0,float
22239,3300209,2015,PIB TOTAL,2251793000.0,float
22246,3300225,2015,PIB TOTAL,294171000.0,float
22253,3300233,2015,PIB TOTAL,2282739000.0,float
22260,3300258,2015,PIB TOTAL,801489000.0,float
22267,3300308,2015,PIB TOTAL,1951268000.0,float
22274,3300407,2015,PIB TOTAL,4962639000.0,float
22281,3300456,2015,PIB TOTAL,7386583000.0,float
22288,3300506,2015,PIB TOTAL,678454000.0,float
22295,3300605,2015,PIB TOTAL,668437000.0,float
22302,3300704,2015,PIB TOTAL,10639148000.0,float
22309,3300803,2015,PIB TOTAL,990738000.0,float
22316,3300902,2015,PIB TOTAL,285792000.0,float
22323,3300936,2015,PIB TOTAL,536423000.0,float
22330,3300951,2015,PIB TOTAL,333015000.0,float
22337,3301009,2015,PIB TOTAL,34158330000.0,float
22344,3301108,2015,PIB TOTAL,1030745000.0,float
22351,3301157,2015,PIB TOTAL,309846000.0,float
22358,3301207,2015,PIB TOTAL,393923000.0,float
22365,3301306,2015,PIB TOTAL,1976829000.0,float
22372,3301405,2015,PIB TOTAL,303081000.0,float
22379,3301504,2015,PIB TOTAL,342590000.0,float
22386,3301603,2015,PIB TOTAL,202597000.0,float
22393,3301702,2015,PIB TOTAL,35294440000.0,float
22400,3301801,2015,PIB TOTAL,248001000.0,float
22407,3301850,2015,PIB TOTAL,824795000.0,float
22414,3301876,2015,PIB TOTAL,394993000.0,float
22421,3301900,2015,PIB TOTAL,4312980000.0,float
22428,3302007,2015,PIB TOTAL,7401614000.0,float
22435,3302056,2015,PIB TOTAL,323089000.0,float
22442,3302106,2015,PIB TOTAL,496245000.0,float
22449,3302205,2015,PIB TOTAL,2374806000.0,float
22456,3302254,2015,PIB TOTAL,3571717000.0,float
22463,3302270,2015,PIB TOTAL,1323637000.0,float
22470,3302304,2015,PIB TOTAL,125892000.0,float
22477,3302403,2015,PIB TOTAL,19671569000.0,float
22484,3302452,2015,PIB TOTAL,133435000.0,float
22491,3302502,2015,PIB TOTAL,3573400000.0,float
22498,3302601,2015,PIB TOTAL,3699337000.0,float
22505,3302700,2015,PIB TOTAL,9576205000.0,float
22512,3302809,2015,PIB TOTAL,262980000.0,float
22519,3302858,2015,PIB TOTAL,2074804000.0,float
22526,3302908,2015,PIB TOTAL,650016000.0,float
22533,3303005,2015,PIB TOTAL,452755000.0,float
22540,3303104,2015,PIB TOTAL,223271000.0,float
22547,3303203,2015,PIB TOTAL,2515632000.0,float
22554,3303302,2015,PIB TOTAL,25496901000.0,float
22561,3303401,2015,PIB TOTAL,4478153000.0,float
22568,3303500,2015,PIB TOTAL,15888289000.0,float
22575,3303609,2015,PIB TOTAL,857688000.0,float
22582,3303708,2015,PIB TOTAL,863598000.0,float
22589,3303807,2015,PIB TOTAL,2222637000.0,float
22596,3303856,2015,PIB TOTAL,484175000.0,float
22603,3303906,2015,PIB TOTAL,11497016000.0,float
22610,3303955,2015,PIB TOTAL,325219000.0,float
22617,3304003,2015,PIB TOTAL,1745385000.0,float
22624,3304102,2015,PIB TOTAL,315757000.0,float
22631,3304110,2015,PIB TOTAL,2804597000.0,float
22638,3304128,2015,PIB TOTAL,243645000.0,float
22645,3304144,2015,PIB TOTAL,4900734000.0,float
22652,3304151,2015,PIB TOTAL,2412852000.0,float
22659,3304201,2015,PIB TOTAL,6383742000.0,float
22666,3304300,2015,PIB TOTAL,1483972000.0,float
22673,3304409,2015,PIB TOTAL,325951000.0,float
22680,3304508,2015,PIB TOTAL,182359000.0,float
22687,3304524,2015,PIB TOTAL,8716421000.0,float
22694,3304557,2015,PIB TOTAL,320186615000.0,float
22701,3304607,2015,PIB TOTAL,156610000.0,float
22708,3304706,2015,PIB TOTAL,1031526000.0,float
22715,3304755,2015,PIB TOTAL,910098000.0,float
22722,3304805,2015,PIB TOTAL,716979000.0,float
22729,3304904,2015,PIB TOTAL,16639685000.0,float
22736,3305000,2015,PIB TOTAL,7310408000.0,float
22743,3305109,2015,PIB TOTAL,9085882000.0,float
22750,3305133,2015,PIB TOTAL,178968000.0,float
22757,3305158,2015,PIB TOTAL,397748000.0,float
22764,3305208,2015,PIB TOTAL,1958302000.0,float
22771,3305307,2015,PIB TOTAL,161638000.0,float
22778,3305406,2015,PIB TOTAL,726387000.0,float
22785,3305505,2015,PIB TOTAL,2065630000.0,float
22792,3305554,2015,PIB TOTAL,2294079000.0,float
22799,3305604,2015,PIB TOTAL,378595000.0,float
22806,3305703,2015,PIB TOTAL,349439000.0,float
22813,3305752,2015,PIB TOTAL,556262000.0,float
22820,3305802,2015,PIB TOTAL,5008884000.0,float
22827,3305901,2015,PIB TOTAL,175822000.0,float
22834,3306008,2015,PIB TOTAL,3582747000.0,float
22841,3306107,2015,PIB TOTAL,1902222000.0,float
22848,3306156,2015,PIB TOTAL,146666000.0,float
22855,3306206,2015,PIB TOTAL,911754000.0,float
22862,3306305,2015,PIB TOTAL,10612960000.0,float
22869,3500105,2015,PIB TOTAL,1059097000.0,float
22876,3500204,2015,PIB TOTAL,73709000.0,float
22883,3500303,2015,PIB TOTAL,670060000.0,float
22890,3500402,2015,PIB TOTAL,137018000.0,float
22897,3500501,2015,PIB TOTAL,470270000.0,float
22904,3500550,2015,PIB TOTAL,121031000.0,float
22911,3500600,2015,PIB TOTAL,125313000.0,float
22918,3500709,2015,PIB TOTAL,2645423000.0,float
22925,3500758,2015,PIB TOTAL,84653000.0,float
22932,3500808,2015,PIB TOTAL,71689000.0,float
22939,3500907,2015,PIB TOTAL,85716000.0,float
22946,3501004,2015,PIB TOTAL,381301000.0,float
22953,3501103,2015,PIB TOTAL,78879000.0,float
22960,3501152,2015,PIB TOTAL,1804697000.0,float
22967,3501202,2015,PIB TOTAL,87967000.0,float
22974,3501301,2015,PIB TOTAL,419928000.0,float
22981,3501400,2015,PIB TOTAL,47190000.0,float
22988,3501509,2015,PIB TOTAL,42406000.0,float
22995,3501608,2015,PIB TOTAL,9882075000.0,float
23002,3501707,2015,PIB TOTAL,759582000.0,float
23009,3501806,2015,PIB TOTAL,84724000.0,float
23016,3501905,2015,PIB TOTAL,3237533000.0,float
23023,3502002,2015,PIB TOTAL,128799000.0,float
23030,3502101,2015,PIB TOTAL,2634536000.0,float
23037,3502200,2015,PIB TOTAL,744524000.0,float
23044,3502309,2015,PIB TOTAL,99280000.0,float
23051,3502408,2015,PIB TOTAL,58980000.0,float
23058,3502507,2015,PIB TOTAL,1004346000.0,float
23065,3502606,2015,PIB TOTAL,87331000.0,float
23072,3502705,2015,PIB TOTAL,700804000.0,float
23079,3502754,2015,PIB TOTAL,1594211000.0,float
23086,3502804,2015,PIB TOTAL,6447732000.0,float
23093,3502903,2015,PIB TOTAL,617215000.0,float
23100,3503000,2015,PIB TOTAL,111884000.0,float
23107,3503109,2015,PIB TOTAL,81698000.0,float
23114,3503158,2015,PIB TOTAL,24321000.0,float
23121,3503208,2015,PIB TOTAL,8337723000.0,float
23128,3503307,2015,PIB TOTAL,4565385000.0,float
23135,3503356,2015,PIB TOTAL,42964000.0,float
23142,3503406,2015,PIB TOTAL,137093000.0,float
23149,3503505,2015,PIB TOTAL,36969000.0,float
23156,3503604,2015,PIB TOTAL,112789000.0,float
23163,3503703,2015,PIB TOTAL,584095000.0,float
23170,3503802,2015,PIB TOTAL,930383000.0,float
23177,3503901,2015,PIB TOTAL,4808031000.0,float
23184,3503950,2015,PIB TOTAL,20693000.0,float
23191,3504008,2015,PIB TOTAL,2710981000.0,float
23198,3504107,2015,PIB TOTAL,5559805000.0,float
23205,3504206,2015,PIB TOTAL,270577000.0,float
23212,3504305,2015,PIB TOTAL,263411000.0,float
23219,3504404,2015,PIB TOTAL,295768000.0,float
23226,3504503,2015,PIB TOTAL,2180929000.0,float
23233,3504602,2015,PIB TOTAL,316782000.0,float
23240,3504701,2015,PIB TOTAL,38840000.0,float
23247,3504800,2015,PIB TOTAL,158399000.0,float
23254,3504909,2015,PIB TOTAL,197046000.0,float
23261,3505005,2015,PIB TOTAL,71519000.0,float
23268,3505104,2015,PIB TOTAL,81493000.0,float
23275,3505203,2015,PIB TOTAL,1268202000.0,float
23282,3505302,2015,PIB TOTAL,1290668000.0,float
23289,3505351,2015,PIB TOTAL,70122000.0,float
23296,3505401,2015,PIB TOTAL,79663000.0,float
23303,3505500,2015,PIB TOTAL,3845681000.0,float
23310,3505609,2015,PIB TOTAL,436097000.0,float
23317,3505708,2015,PIB TOTAL,47761025000.0,float
23324,3505807,2015,PIB TOTAL,939203000.0,float
23331,3505906,2015,PIB TOTAL,1595931000.0,float
23338,3506003,2015,PIB TOTAL,12626758000.0,float
23345,3506102,2015,PIB TOTAL,2786591000.0,float
23352,3506201,2015,PIB TOTAL,115948000.0,float
23359,3506300,2015,PIB TOTAL,188252000.0,float
23366,3506359,2015,PIB TOTAL,1519702000.0,float
23373,3506409,2015,PIB TOTAL,155759000.0,float
23380,3506508,2015,PIB TOTAL,3086430000.0,float
23387,3506607,2015,PIB TOTAL,721333000.0,float
23394,3506706,2015,PIB TOTAL,223490000.0,float
23401,3506805,2015,PIB TOTAL,926847000.0,float
23408,3506904,2015,PIB TOTAL,151654000.0,float
23415,3507001,2015,PIB TOTAL,2697285000.0,float
23422,3507100,2015,PIB TOTAL,489430000.0,float
23429,3507159,2015,PIB TOTAL,50969000.0,float
23436,3507209,2015,PIB TOTAL,71526000.0,float
23443,3507308,2015,PIB TOTAL,257273000.0,float
23450,3507407,2015,PIB TOTAL,326516000.0,float
23457,3507456,2015,PIB TOTAL,43791000.0,float
23464,3507506,2015,PIB TOTAL,4639814000.0,float
23471,3507605,2015,PIB TOTAL,4719084000.0,float
23478,3507704,2015,PIB TOTAL,69776000.0,float
23485,3507753,2015,PIB TOTAL,673341000.0,float
23492,3507803,2015,PIB TOTAL,490129000.0,float
23499,3507902,2015,PIB TOTAL,594229000.0,float
23506,3508009,2015,PIB TOTAL,357832000.0,float
23513,3508108,2015,PIB TOTAL,630828000.0,float
23520,3508207,2015,PIB TOTAL,294751000.0,float
23527,3508306,2015,PIB TOTAL,77857000.0,float
23534,3508405,2015,PIB TOTAL,3959519000.0,float
23541,3508504,2015,PIB TOTAL,3324440000.0,float
23548,3508603,2015,PIB TOTAL,537569000.0,float
23555,3508702,2015,PIB TOTAL,285908000.0,float
23562,3508801,2015,PIB TOTAL,345471000.0,float
23569,3508900,2015,PIB TOTAL,50163000.0,float
23576,3509007,2015,PIB TOTAL,2745118000.0,float
23583,3509106,2015,PIB TOTAL,73220000.0,float
23590,3509205,2015,PIB TOTAL,11288060000.0,float
23597,3509254,2015,PIB TOTAL,917203000.0,float
23604,3509304,2015,PIB TOTAL,115953000.0,float
23611,3509403,2015,PIB TOTAL,476637000.0,float
23618,3509452,2015,PIB TOTAL,90265000.0,float
23625,3509502,2015,PIB TOTAL,57154532000.0,float
23632,3509601,2015,PIB TOTAL,1607441000.0,float
23639,3509700,2015,PIB TOTAL,1141882000.0,float
23646,3509809,2015,PIB TOTAL,103032000.0,float
23653,3509908,2015,PIB TOTAL,294383000.0,float
23660,3509957,2015,PIB TOTAL,153001000.0,float
23667,3510005,2015,PIB TOTAL,905364000.0,float
23674,3510104,2015,PIB TOTAL,78029000.0,float
23681,3510153,2015,PIB TOTAL,90616000.0,float
23688,3510203,2015,PIB TOTAL,752596000.0,float
23695,3510302,2015,PIB TOTAL,267306000.0,float
23702,3510401,2015,PIB TOTAL,1479500000.0,float
23709,3510500,2015,PIB TOTAL,2728113000.0,float
23716,3510609,2015,PIB TOTAL,5067266000.0,float
23723,3510708,2015,PIB TOTAL,190334000.0,float
23730,3510807,2015,PIB TOTAL,620803000.0,float
23737,3510906,2015,PIB TOTAL,108106000.0,float
23744,3511003,2015,PIB TOTAL,533040000.0,float
23751,3511102,2015,PIB TOTAL,3651936000.0,float
23758,3511201,2015,PIB TOTAL,104916000.0,float
23765,3511300,2015,PIB TOTAL,270685000.0,float
23772,3511409,2015,PIB TOTAL,556572000.0,float
23779,3511508,2015,PIB TOTAL,1566800000.0,float
23786,3511607,2015,PIB TOTAL,336382000.0,float
23793,3511706,2015,PIB TOTAL,255590000.0,float
23800,3511904,2015,PIB TOTAL,188747000.0,float
23807,3512001,2015,PIB TOTAL,1021340000.0,float
23814,3512100,2015,PIB TOTAL,242260000.0,float
23821,3512209,2015,PIB TOTAL,600407000.0,float
23828,3512308,2015,PIB TOTAL,305366000.0,float
23835,3512407,2015,PIB TOTAL,2125012000.0,float
23842,3512506,2015,PIB TOTAL,110887000.0,float
23849,3512605,2015,PIB TOTAL,64727000.0,float
23856,3512704,2015,PIB TOTAL,157231000.0,float
23863,3512803,2015,PIB TOTAL,1269857000.0,float
23870,3512902,2015,PIB TOTAL,217586000.0,float
23877,3513009,2015,PIB TOTAL,10653812000.0,float
23884,3513108,2015,PIB TOTAL,969740000.0,float
23891,3513207,2015,PIB TOTAL,140944000.0,float
23898,3513306,2015,PIB TOTAL,71267000.0,float
23905,3513405,2015,PIB TOTAL,1932307000.0,float
23912,3513504,2015,PIB TOTAL,14703079000.0,float
23919,3513603,2015,PIB TOTAL,197295000.0,float
23926,3513702,2015,PIB TOTAL,1211966000.0,float
23933,3513801,2015,PIB TOTAL,13679518000.0,float
23940,3513850,2015,PIB TOTAL,45869000.0,float
23947,3513900,2015,PIB TOTAL,258010000.0,float
23954,3514007,2015,PIB TOTAL,88363000.0,float
23961,3514106,2015,PIB TOTAL,618760000.0,float
23968,3514205,2015,PIB TOTAL,33745000.0,float
23975,3514304,2015,PIB TOTAL,642217000.0,float
23982,3514403,2015,PIB TOTAL,1072620000.0,float
23989,3514502,2015,PIB TOTAL,197161000.0,float
23996,3514601,2015,PIB TOTAL,184154000.0,float
24003,3514700,2015,PIB TOTAL,113637000.0,float
24010,3514809,2015,PIB TOTAL,186858000.0,float
24017,3514908,2015,PIB TOTAL,551752000.0,float
24024,3514924,2015,PIB TOTAL,56029000.0,float
24031,3514957,2015,PIB TOTAL,44520000.0,float
24038,3515004,2015,PIB TOTAL,9428834000.0,float
24045,3515103,2015,PIB TOTAL,1024926000.0,float
24052,3515129,2015,PIB TOTAL,49798000.0,float
24059,3515152,2015,PIB TOTAL,373458000.0,float
24066,3515186,2015,PIB TOTAL,1261359000.0,float
24073,3515194,2015,PIB TOTAL,58411000.0,float
24080,3515202,2015,PIB TOTAL,492257000.0,float
24087,3515301,2015,PIB TOTAL,50992000.0,float
24094,3515350,2015,PIB TOTAL,110015000.0,float
24101,3515400,2015,PIB TOTAL,319802000.0,float
24108,3515509,2015,PIB TOTAL,1842794000.0,float
24115,3515608,2015,PIB TOTAL,131933000.0,float
24122,3515657,2015,PIB TOTAL,47575000.0,float
24129,3515707,2015,PIB TOTAL,2782830000.0,float
24136,3515806,2015,PIB TOTAL,32266000.0,float
24143,3515905,2015,PIB TOTAL,50574000.0,float
24150,3516002,2015,PIB TOTAL,179998000.0,float
24157,3516101,2015,PIB TOTAL,114495000.0,float
24164,3516200,2015,PIB TOTAL,9260257000.0,float
24171,3516309,2015,PIB TOTAL,1339560000.0,float
24178,3516408,2015,PIB TOTAL,2462290000.0,float
24185,3516507,2015,PIB TOTAL,51433000.0,float
24192,3516606,2015,PIB TOTAL,103555000.0,float
24199,3516705,2015,PIB TOTAL,1044305000.0,float
24206,3516804,2015,PIB TOTAL,53582000.0,float
24213,3516853,2015,PIB TOTAL,753537000.0,float
24220,3516903,2015,PIB TOTAL,474627000.0,float
24227,3517000,2015,PIB TOTAL,158713000.0,float
24234,3517109,2015,PIB TOTAL,81357000.0,float
24241,3517208,2015,PIB TOTAL,171554000.0,float
24248,3517307,2015,PIB TOTAL,69749000.0,float
24255,3517406,2015,PIB TOTAL,3265879000.0,float
24262,3517505,2015,PIB TOTAL,463022000.0,float
24269,3517604,2015,PIB TOTAL,640818000.0,float
24276,3517703,2015,PIB TOTAL,416939000.0,float
24283,3517802,2015,PIB TOTAL,204105000.0,float
24290,3517901,2015,PIB TOTAL,249654000.0,float
24297,3518008,2015,PIB TOTAL,28636000.0,float
24304,3518107,2015,PIB TOTAL,124834000.0,float
24311,3518206,2015,PIB TOTAL,1116086000.0,float
24318,3518305,2015,PIB TOTAL,1361613000.0,float
24325,3518404,2015,PIB TOTAL,4195834000.0,float
24332,3518503,2015,PIB TOTAL,222018000.0,float
24339,3518602,2015,PIB TOTAL,797455000.0,float
24346,3518701,2015,PIB TOTAL,8005641000.0,float
24353,3518800,2015,PIB TOTAL,53209582000.0,float
24360,3518859,2015,PIB TOTAL,167118000.0,float
24367,3518909,2015,PIB TOTAL,55110000.0,float
24374,3519006,2015,PIB TOTAL,228631000.0,float
24381,3519055,2015,PIB TOTAL,789819000.0,float
24388,3519071,2015,PIB TOTAL,11010484000.0,float
24395,3519105,2015,PIB TOTAL,509825000.0,float
24402,3519204,2015,PIB TOTAL,154327000.0,float
24409,3519253,2015,PIB TOTAL,81592000.0,float
24416,3519303,2015,PIB TOTAL,701849000.0,float
24423,3519402,2015,PIB TOTAL,212054000.0,float
24430,3519501,2015,PIB TOTAL,306365000.0,float
24437,3519600,2015,PIB TOTAL,1259738000.0,float
24444,3519709,2015,PIB TOTAL,1491949000.0,float
24451,3519808,2015,PIB TOTAL,400413000.0,float
24458,3519907,2015,PIB TOTAL,200933000.0,float
24465,3520004,2015,PIB TOTAL,265586000.0,float
24472,3520103,2015,PIB TOTAL,1017074000.0,float
24479,3520202,2015,PIB TOTAL,162565000.0,float
24486,3520301,2015,PIB TOTAL,1110532000.0,float
24493,3520400,2015,PIB TOTAL,7266198000.0,float
24500,3520426,2015,PIB TOTAL,1861022000.0,float
24507,3520442,2015,PIB TOTAL,527009000.0,float
24514,3520509,2015,PIB TOTAL,11634861000.0,float
24521,3520608,2015,PIB TOTAL,59362000.0,float
24528,3520707,2015,PIB TOTAL,65326000.0,float
24535,3520806,2015,PIB TOTAL,120281000.0,float
24542,3520905,2015,PIB TOTAL,329988000.0,float
24549,3521002,2015,PIB TOTAL,441638000.0,float
24556,3521101,2015,PIB TOTAL,588471000.0,float
24563,3521150,2015,PIB TOTAL,74075000.0,float
24570,3521200,2015,PIB TOTAL,39373000.0,float
24577,3521309,2015,PIB TOTAL,296800000.0,float
24584,3521408,2015,PIB TOTAL,1750343000.0,float
24591,3521507,2015,PIB TOTAL,102113000.0,float
24598,3521606,2015,PIB TOTAL,79185000.0,float
24605,3521705,2015,PIB TOTAL,575688000.0,float
24612,3521804,2015,PIB TOTAL,662244000.0,float
24619,3521903,2015,PIB TOTAL,445811000.0,float
24626,3522000,2015,PIB TOTAL,69531000.0,float
24633,3522109,2015,PIB TOTAL,1518089000.0,float
24640,3522158,2015,PIB TOTAL,34173000.0,float
24647,3522208,2015,PIB TOTAL,3805032000.0,float
24654,3522307,2015,PIB TOTAL,4350135000.0,float
24661,3522406,2015,PIB TOTAL,2269032000.0,float
24668,3522505,2015,PIB TOTAL,10934781000.0,float
24675,3522604,2015,PIB TOTAL,3035931000.0,float
24682,3522653,2015,PIB TOTAL,31614000.0,float
24689,3522703,2015,PIB TOTAL,1193303000.0,float
24696,3522802,2015,PIB TOTAL,213825000.0,float
24703,3522901,2015,PIB TOTAL,588701000.0,float
24710,3523008,2015,PIB TOTAL,80574000.0,float
24717,3523107,2015,PIB TOTAL,6409765000.0,float
24724,3523206,2015,PIB TOTAL,840899000.0,float
24731,3523305,2015,PIB TOTAL,201618000.0,float
24738,3523404,2015,PIB TOTAL,5070637000.0,float
24745,3523503,2015,PIB TOTAL,227905000.0,float
24752,3523602,2015,PIB TOTAL,402728000.0,float
24759,3523701,2015,PIB TOTAL,67198000.0,float
24766,3523800,2015,PIB TOTAL,113052000.0,float
24773,3523909,2015,PIB TOTAL,7310769000.0,float
24780,3524006,2015,PIB TOTAL,4355224000.0,float
24787,3524105,2015,PIB TOTAL,1092701000.0,float
24794,3524204,2015,PIB TOTAL,116465000.0,float
24801,3524303,2015,PIB TOTAL,2457419000.0,float
24808,3524402,2015,PIB TOTAL,9954837000.0,float
24815,3524501,2015,PIB TOTAL,355749000.0,float
24822,3524600,2015,PIB TOTAL,352255000.0,float
24829,3524709,2015,PIB TOTAL,8891753000.0,float
24836,3524808,2015,PIB TOTAL,1240867000.0,float
24843,3524907,2015,PIB TOTAL,275986000.0,float
24850,3525003,2015,PIB TOTAL,3131193000.0,float
24857,3525102,2015,PIB TOTAL,919022000.0,float
24864,3525201,2015,PIB TOTAL,1774878000.0,float
24871,3525300,2015,PIB TOTAL,4033506000.0,float
24878,3525409,2015,PIB TOTAL,70833000.0,float
24885,3525508,2015,PIB TOTAL,186473000.0,float
24892,3525607,2015,PIB TOTAL,132780000.0,float
24899,3525706,2015,PIB TOTAL,1104785000.0,float
24906,3525805,2015,PIB TOTAL,45107000.0,float
24913,3525854,2015,PIB TOTAL,68106000.0,float
24920,3525904,2015,PIB TOTAL,39080475000.0,float
24927,3526001,2015,PIB TOTAL,867847000.0,float
24934,3526100,2015,PIB TOTAL,254698000.0,float
24941,3526209,2015,PIB TOTAL,441996000.0,float
24948,3526308,2015,PIB TOTAL,54422000.0,float
24955,3526407,2015,PIB TOTAL,764656000.0,float
24962,3526506,2015,PIB TOTAL,118397000.0,float
24969,3526605,2015,PIB TOTAL,98157000.0,float
24976,3526704,2015,PIB TOTAL,2773540000.0,float
24983,3526803,2015,PIB TOTAL,2124175000.0,float
24990,3526902,2015,PIB TOTAL,10520692000.0,float
24997,3527009,2015,PIB TOTAL,145741000.0,float
25004,3527108,2015,PIB TOTAL,4068604000.0,float
25011,3527207,2015,PIB TOTAL,2057021000.0,float
25018,3527256,2015,PIB TOTAL,32601000.0,float
25025,3527306,2015,PIB TOTAL,11938395000.0,float
25032,3527405,2015,PIB TOTAL,360646000.0,float
25039,3527504,2015,PIB TOTAL,38047000.0,float
25046,3527603,2015,PIB TOTAL,939148000.0,float
25053,3527702,2015,PIB TOTAL,60063000.0,float
25060,3527801,2015,PIB TOTAL,48174000.0,float
